,County_State
3662,"Panola County, Texas"
3663,"Panola County, Texas"
3664,"Panola County, Texas"
3665,"Parker County, Texas"
3666,"Parker County, Texas"
3667,"Parker County, Texas"
3668,"Parker County, Texas"
3669,"Parker County, Texas"
3670,"Parker County, Texas"
3671,"Pecos County, Texas"
3672,"Pecos County, Texas"
3673,"Polk County, Texas"
3674,"Polk County, Texas"
3675,"Polk County, Texas"
3676,"Polk County, Texas"
3677,"Randall County, Texas"
3678,"Red River County, Texas"
3679,"Red River County, Texas"
3680,"Red River County, Texas"
3681,"Red River County, Texas"
3682,"Roberts County, Texas"
3683,"Rusk County, Texas"
3684,"Rusk County, Texas"
3685,"Rusk County, Texas"
3686,"Rusk County, Texas"
3687,"Rusk County, Texas"
3688,"Rusk County, Texas"
3689,"Rusk County, Texas"
3690,"Sabine County, Texas"
3691,"Sabine County, Texas"
3692,"San Jacinto County, Texas"
3693,"San Jacinto County, Texas"
3694,"San Jacinto County, Texas"
3695,"San Jacinto County, Texas"
3696,"San Jacinto County, Texas"
3697,"San Jacinto County, Texas"
3698,"Smith County, Texas"
3699,"Smith County, Texas"
3700,"Smith County, Texas"
3701,"Smith County, Texas"
3702,"Smith County, Texas"
3703,"Smith County, Texas"
3704,"Sutton County, Texas"
3705,"Tarrant County, Texas"
3706,"Throckmorton County, Texas"
3707,"Tom Green County, Texas"
3708,"Tom Green County, Texas"
3709,"Travis County, Texas"
3710,"Trinity County, Texas"
3711,"Tyler County, Texas"
3712,"Tyler County, Texas"
3713,"Upshur County, Texas"
3714,"Van Zandt County, Texas"
3715,"Victoria County, Texas"
3716,"Walker County, Texas"
3717,"Walker County, Texas"
3718,"Walker County, Texas"
3719,"Walker County, Texas"
3720,"Walker County, Texas"
3722,"Wharton County, Texas"
3723,"Wharton County, Texas"
3724,"Wise County, Texas"
3725,"Wood County, Texas"
3726,"Wood County, Texas"
3727,"Wood County, Texas"
3728,"Beaver County, Utah"
3729,"Beaver County, Utah"
3730,"Box Elder County, Utah"
3731,"Cache County, Utah"
3732,"Cache County, Utah"
3733,"Cache County, Utah"
3734,"Cache County, Utah"
3735,"Cache County, Utah"
3736,"Cache County, Utah"
3737,"Carbon County, Utah"
3738,"Daggett County, Utah"
3739,"Daggett County, Utah"
3740,"Daggett County, Utah"
3741,"Davis County, Utah"
3742,"Davis County, Utah"
3743,"Duchesne County, Utah"
3744,"Duchesne County, Utah"
3745,"Duchesne County, Utah"
3746,"Emery County, Utah"
3747,"Emery County, Utah"
3748,"Emery County, Utah"
3749,"Garfield County, Utah"
3750,"Garfield County, Utah"
3751,"Millard County, Utah"
3752,"Millard County, Utah"
3753,"Morgan County, Utah"
3754,"Morgan County, Utah"
3755,"Piute County, Utah"
3756,"Rich County, Utah"
3757,"Salt Lake County, Utah"
3758,"Salt Lake County, Utah"
3759,"San Juan County, Utah"
3760,"Sanpete County, Utah"
3761,"Sevier County, Utah"
3762,"Summit County, Utah"
3763,"Summit County, Utah"
3765,"Summit County, Utah"
3766,"Summit County, Utah"
3767,"Tooele County, Utah"
3768,"Uintah County, Utah"
3769,"Uintah County, Utah"
3770,"Uintah County, Utah"
3771,"Utah County, Utah"
3772,"Utah County, Utah"
3773,"Utah County, Utah"
3774,"Utah County, Utah"
3775,"Utah County, Utah"
3776,"Utah County, Utah"
3777,"Wasatch County, Utah"
3778,"Washington County, Utah"
3779,"Weber County, Utah"
3780,"Weber County, Utah"
3781,"Weber County, Utah"
3782,"Weber County, Utah"
3783,"Weber County, Utah"
3784,"Weber County, Utah"
3785,"Accomack County, Virginia"
3786,"Amelia County, Virginia"
3787,"Amherst County, Virginia"
3788,"Augusta County, Virginia"
3789,"Augusta County, Virginia"
3790,"Bath County, Virginia"
3791,"Bedford County, Virginia"
3792,"Bedford County, Virginia"
3793,"Botetourt County, Virginia"
3794,"Botetourt County, Virginia"
3795,"Brunswick County, Virginia"
3796,"Brunswick County, Virginia"
3797,"Caroline County, Virginia"
3798,"Carroll County, Virginia"
3799,"Carroll County, Virginia"
3800,"Chesapeake City County, Virginia"
3801,"Chesapeake City County, Virginia"
3802,"Chesterfield County, Virginia"
3803,"Fairfax County, Virginia"
3804,"Fairfax County, Virginia"
3805,"Fairfax County, Virginia"
3807,"Floyd County, Virginia"
3808,"Franklin County, Virginia"
3809,"Franklin County, Virginia"
3810,"Franklin County, Virginia"
3811,"Franklin County, Virginia"
3812,"Giles County, Virginia"
3813,"Giles County, Virginia"
3814,"Giles County, Virginia"
3815,"Giles County, Virginia"
3816,"Grayson County, Virginia"
3817,"Greene County, Virginia"
3818,"Halifax County, Virginia"
3819,"Henry County, Virginia"
3820,"Highland County, Virginia"
3821,"Loudoun County, Virginia"
3822,"Louisa County, Virginia"
3823,"Mecklenburg County, Virginia"
3824,"Middlesex County, Virginia"
3825,"Montgomery County, Virginia"
3826,"Montgomery County, Virginia"
3827,"Nottoway County, Virginia"
3828,"Nottoway County, Virginia"
3829,"Pittsylvania County, Virginia"
3830,"Prince George County, Virginia"
3831,"Prince William County, Virginia"
3832,"Prince William County, Virginia"
3834,"Roanoke County, Virginia"
3835,"Rockingham County, Virginia"
3836,"Rockingham County, Virginia"
3837,"Rockingham County, Virginia"
3838,"Rockingham County, Virginia"
3839,"Rockingham County, Virginia"
3840,"Rockingham County, Virginia"
3841,"Scott County, Virginia"
3842,"Scott County, Virginia"
3843,"Shenandoah County, Virginia"
3844,"Shenandoah County, Virginia"
3845,"Shenandoah County, Virginia"
3846,"Smyth County, Virginia"
3847,"Stafford County, Virginia"
3848,"Surry County, Virginia"
3849,"Tazewell County, Virginia"
3850,"Virginia Beach City County, Virginia"
3851,"Warren County, Virginia"
3852,"Warren County, Virginia"
3853,"Warren County, Virginia"
3854,"Warren County, Virginia"
3855,"Washington County, Virginia"
3856,"Wythe County, Virginia"
3857,"Wythe County, Virginia"
3858,"Wythe County, Virginia"
3859,"Bennington County, Vermont"
3860,"Chittenden County, Vermont"
3861,"Lamoille County, Vermont"
3862,"Lamoille County, Vermont"
3863,"Rutland County, Vermont"
3864,"Washington County, Vermont"
3865,"Windham County, Vermont"
3866,"Windsor County, Vermont"
3867,"Benton County, Washington"
3868,"Benton County, Washington"
3869,"Chelan County, Washington"
3870,"Chelan County, Washington"
3871,"Chelan County, Washington"
3872,"Chelan County, Washington"
3873,"Chelan County, Washington"
3874,"Chelan County, Washington"
3875,"Chelan County, Washington"
3876,"Chelan County, Washington"
3877,"Chelan County, Washington"
3878,"Chelan County, Washington"
3879,"Chelan County, Washington"
3880,"Chelan County, Washington"
3881,"Chelan County, Washington"
3882,"Chelan County, Washington"
3883,"Chelan County, Washington"
3884,"Chelan County, Washington"
3885,"Chelan County, Washington"
3886,"Chelan County, Washington"
3887,"Chelan County, Washington"
3888,"Chelan County, Washington"
3889,"Clallam County, Washington"
3890,"Clallam County, Washington"
3891,"Clallam County, Washington"
3892,"Clallam County, Washington"
3893,"Clallam County, Washington"
3894,"Clallam County, Washington"
3895,"Clallam County, Washington"
3896,"Clallam County, Washington"
3897,"Clallam County, Washington"
3898,"Clallam County, Washington"
3899,"Clallam County, Washington"
3900,"Clallam County, Washington"
3901,"Clallam County, Washington"
3902,"Clark County, Washington"
3903,"Clark County, Washington"
3904,"Clark County, Washington"
3905,"Clark County, Washington"
3906,"Clark County, Washington"
3907,"Clark County, Washington"
3908,"Columbia County, Washington"
3909,"Columbia County, Washington"
3910,"Columbia County, Washington"
3911,"Cowlitz County, Washington"
3912,"Cowlitz County, Washington"
3913,"Cowlitz County, Washington"
3914,"Cowlitz County, Washington"
3915,"Cowlitz County, Washington"
3916,"Cowlitz County, Washington"
3917,"Cowlitz County, Washington"
3918,"Cowlitz County, Washington"
3919,"Cowlitz County, Washington"
3920,"Cowlitz County, Washington"
3921,"Cowlitz County, Washington"
3922,"Cowlitz County, Washington"
3923,"Cowlitz County, Washington"
3924,"Ferry County, Washington"
3925,"Ferry County, Washington"
3926,"Ferry County, Washington"
3927,"Ferry County, Washington"
3928,"Ferry County, Washington"
3929,"Ferry County, Washington"
3930,"Grays Harbor County, Washington"
3931,"Grays Harbor County, Washington"
3932,"Grays Harbor County, Washington"
3933,"Grays Harbor County, Washington"
3934,"Grays Harbor County, Washington"
3935,"Grays Harbor County, Washington"
3936,"Grays Harbor County, Washington"
3937,"Grays Harbor County, Washington"
3938,"Grays Harbor County, Washington"
3939,"Grays Harbor County, Washington"
3940,"Grays Harbor County, Washington"
3941,"Grays Harbor County, Washington"
3942,"Grays Harbor County, Washington"
3943,"Grays Harbor County, Washington"
3944,"Grays Harbor County, Washington"
3945,"Grays Harbor County, Washington"
3946,"Grays Harbor County, Washington"
3947,"Grays Harbor County, Washington"
3948,"Grays Harbor County, Washington"
3949,"Grays Harbor County, Washington"
3950,"Grays Harbor County, Washington"
3951,"Grays Harbor County, Washington"
3952,"Grays Harbor County, Washington"
3953,"Grays Harbor County, Washington"
3954,"Grays Harbor County, Washington"
3955,"Grays Harbor County, Washington"
3956,"Grays Harbor County, Washington"
3957,"Grays Harbor County, Washington"
3958,"Grays Harbor County, Washington"
3959,"Grays Harbor County, Washington"
3960,"Grays Harbor County, Washington"
3961,"Grays Harbor County, Washington"
3962,"Grays Harbor County, Washington"
3963,"Grays Harbor County, Washington"
3964,"Island County, Washington"
3965,"Island County, Washington"
3966,"Island County, Washington"
3967,"Island County, Washington"
3968,"Jefferson County, Washington"
3969,"Jefferson County, Washington"
3970,"Jefferson County, Washington"
3971,"Jefferson County, Washington"
3972,"Jefferson County, Washington"
3973,"Jefferson County, Washington"
3974,"Jefferson County, Washington"
3975,"Jefferson County, Washington"
3976,"Jefferson County, Washington"
3977,"Jefferson County, Washington"
3978,"Jefferson County, Washington"
3979,"Jefferson County, Washington"
3981,"Jefferson County, Washington"
3982,"Jefferson County, Washington"
3983,"Jefferson County, Washington"
3984,"Jefferson County, Washington"
3985,"Jefferson County, Washington"
3986,"King County, Washington"
3987,"King County, Washington"
3988,"King County, Washington"
3989,"King County, Washington"
3990,"King County, Washington"
3991,"King County, Washington"
3992,"King County, Washington"
3993,"King County, Washington"
3994,"King County, Washington"
3995,"King County, Washington"
3996,"King County, Washington"
3997,"King County, Washington"
3998,"King County, Washington"
3999,"King County, Washington"
4000,"King County, Washington"
4001,"King County, Washington"
4002,"King County, Washington"
4003,"King County, Washington"
4004,"King County, Washington"
4005,"King County, Washington"
4006,"King County, Washington"
4007,"King County, Washington"
4008,"King County, Washington"
4009,"King County, Washington"
4010,"King County, Washington"
4011,"King County, Washington"
4012,"King County, Washington"
4013,"King County, Washington"
4014,"King County, Washington"
4015,"King County, Washington"
4016,"King County, Washington"
4017,"King County, Washington"
4018,"King County, Washington"
4019,"King County, Washington"
4020,"King County, Washington"
4021,"King County, Washington"
4022,"King County, Washington"
4023,"King County, Washington"
4024,"King County, Washington"
4025,"King County, Washington"
4026,"Kitsap County, Washington"
4027,"Kitsap County, Washington"
4028,"Kitsap County, Washington"
4029,"Kitsap County, Washington"
4030,"Kitsap County, Washington"
4031,"Kitsap County, Washington"
4032,"Kitsap County, Washington"
4033,"Kitsap County, Washington"
4034,"Kitsap County, Washington"
4035,"Kitsap County, Washington"
4036,"Kitsap County, Washington"
4037,"Kitsap County, Washington"
4038,"Kitsap County, Washington"
4039,"Kitsap County, Washington"
4040,"Kitsap County, Washington"
4041,"Kittitas County, Washington"
4042,"Kittitas County, Washington"
4043,"Kittitas County, Washington"
4044,"Kittitas County, Washington"
4045,"Kittitas County, Washington"
4046,"Kittitas County, Washington"
4047,"Kittitas County, Washington"
4048,"Kittitas County, Washington"
4049,"Kittitas County, Washington"
4050,"Kittitas County, Washington"
4051,"Kittitas County, Washington"
4052,"Kittitas County, Washington"
4053,"Kittitas County, Washington"
4054,"Kittitas County, Washington"
4055,"Kittitas County, Washington"
4056,"Kittitas County, Washington"
4057,"Kittitas County, Washington"
4058,"Klickitat County, Washington"
4059,"Klickitat County, Washington"
4060,"Klickitat County, Washington"
4061,"Klickitat County, Washington"
4062,"Klickitat County, Washington"
4063,"Klickitat County, Washington"
4064,"Klickitat County, Washington"
4065,"Klickitat County, Washington"
4066,"Klickitat County, Washington"
4067,"Lewis County, Washington"
4068,"Lewis County, Washington"
4069,"Lewis County, Washington"
4070,"Lewis County, Washington"
4071,"Lewis County, Washington"
4072,"Lewis County, Washington"
4073,"Lewis County, Washington"
4074,"Lewis County, Washington"
4075,"Lewis County, Washington"
4076,"Lewis County, Washington"
4077,"Lewis County, Washington"
4078,"Lewis County, Washington"
4079,"Lewis County, Washington"
4080,"Lewis County, Washington"
4081,"Lewis County, Washington"
4082,"Lewis County, Washington"
4083,"Lewis County, Washington"
4084,"Lewis County, Washington"
4085,"Lewis County, Washington"
4086,"Lewis County, Washington"
4087,"Lewis County, Washington"
4088,"Lewis County, Washington"
4089,"Lewis County, Washington"
4090,"Lewis County, Washington"
4091,"Lewis County, Washington"
4092,"Lewis County, Washington"
4093,"Lewis County, Washington"
4094,"Lewis County, Washington"
4095,"Lewis County, Washington"
4096,"Lewis County, Washington"
4097,"Lewis County, Washington"
4098,"Lewis County, Washington"
4099,"Lewis County, Washington"
4100,"Lewis County, Washington"
4102,"Lewis County, Washington"
4103,"Lewis County, Washington"
4104,"Lewis County, Washington"
4105,"Lewis County, Washington"
4106,"Lewis County, Washington"
4107,"Lincoln County, Washington"
4108,"Mason County, Washington"
4109,"Mason County, Washington"
4110,"Mason County, Washington"
4111,"Mason County, Washington"
4112,"Mason County, Washington"
4113,"Mason County, Washington"
4114,"Mason County, Washington"
4115,"Mason County, Washington"
4116,"Mason County, Washington"
4117,"Mason County, Washington"
4118,"Mason County, Washington"
4119,"Mason County, Washington"
4120,"Mason County, Washington"
4121,"Mason County, Washington"
4123,"Mason County, Washington"
4124,"Mason County, Washington"
4125,"Mason County, Washington"
4126,"Mason County, Washington"
4127,"Mason County, Washington"
4128,"Mason County, Washington"
4129,"Okanogan County, Washington"
4130,"Okanogan County, Washington"
4131,"Okanogan County, Washington"
4132,"Okanogan County, Washington"
4133,"Okanogan County, Washington"
4134,"Okanogan County, Washington"
4135,"Okanogan County, Washington"
4136,"Okanogan County, Washington"
4137,"Okanogan County, Washington"
4138,"Okanogan County, Washington"
4139,"Okanogan County, Washington"
4140,"Okanogan County, Washington"
4141,"Okanogan County, Washington"
4142,"Okanogan County, Washington"
4143,"Okanogan County, Washington"
4144,"Okanogan County, Washington"
4145,"Okanogan County, Washington"
4146,"Okanogan County, Washington"
4147,"Okanogan County, Washington"
4148,"Okanogan County, Washington"
4149,"Okanogan County, Washington"
4150,"Okanogan County, Washington"
4151,"Okanogan County, Washington"
4152,"Okanogan County, Washington"
4153,"Okanogan County, Washington"
4154,"Pacific County, Washington"
4155,"Pacific County, Washington"
4156,"Pacific County, Washington"
4157,"Pacific County, Washington"
4158,"Pacific County, Washington"
4159,"Pacific County, Washington"
4160,"Pend Oreille County, Washington"
4161,"Pend Oreille County, Washington"
4162,"Pend Oreille County, Washington"
4163,"Pend Oreille County, Washington"
4164,"Pend Oreille County, Washington"
4165,"Pend Oreille County, Washington"
4166,"Pend Oreille County, Washington"
4167,"Pierce County, Washington"
4168,"Pierce County, Washington"
4169,"Pierce County, Washington"
4170,"Pierce County, Washington"
4171,"Pierce County, Washington"
4172,"Pierce County, Washington"
4173,"Pierce County, Washington"
4174,"Pierce County, Washington"
4175,"Pierce County, Washington"
4176,"Pierce County, Washington"
4177,"Pierce County, Washington"
4178,"Pierce County, Washington"
4179,"Pierce County, Washington"
4180,"Pierce County, Washington"
4181,"Pierce County, Washington"
4182,"Pierce County, Washington"
4183,"Pierce County, Washington"
4184,"Pierce County, Washington"
4185,"Pierce County, Washington"
4186,"Pierce County, Washington"
4187,"Pierce County, Washington"
4188,"Pierce County, Washington"
4189,"Pierce County, Washington"
4190,"Pierce County, Washington"
4191,"Pierce County, Washington"
4192,"Pierce County, Washington"
4193,"Pierce County, Washington"
4194,"Pierce County, Washington"
4195,"Pierce County, Washington"
4196,"Pierce County, Washington"
4197,"Pierce County, Washington"
4198,"Pierce County, Washington"
4199,"Pierce County, Washington"
4200,"Pierce County, Washington"
4201,"Pierce County, Washington"
4202,"Pierce County, Washington"
4203,"Pierce County, Washington"
4204,"Pierce County, Washington"
4205,"Pierce County, Washington"
4206,"Pierce County, Washington"
4207,"Pierce County, Washington"
4208,"Pierce County, Washington"
4209,"Pierce County, Washington"
4210,"Pierce County, Washington"
4211,"Pierce County, Washington"
4212,"Pierce County, Washington"
4213,"Pierce County, Washington"
4214,"Pierce County, Washington"
4215,"Pierce County, Washington"
4216,"Pierce County, Washington"
4217,"Pierce County, Washington"
4218,"Pierce County, Washington"
4219,"Pierce County, Washington"
4220,"Pierce County, Washington"
4221,"Pierce County, Washington"
4222,"Pierce County, Washington"
4223,"Pierce County, Washington"
4224,"Pierce County, Washington"
4225,"Pierce County, Washington"
4226,"Pierce County, Washington"
4227,"Pierce County, Washington"
4228,"Pierce County, Washington"
4229,"Pierce County, Washington"
4230,"Pierce County, Washington"
4231,"Pierce County, Washington"
4232,"Pierce County, Washington"
4233,"Pierce County, Washington"
4235,"Pierce County, Washington"
4236,"Pierce County, Washington"
4237,"Pierce County, Washington"
4238,"Skagit County, Washington"
4239,"Skagit County, Washington"
4240,"Skagit County, Washington"
4241,"Skagit County, Washington"
4242,"Skagit County, Washington"
4243,"Skagit County, Washington"
4244,"Skagit County, Washington"
4245,"Skagit County, Washington"
4246,"Skagit County, Washington"
4247,"Skamania County, Washington"
4248,"Skamania County, Washington"
4249,"Skamania County, Washington"
4250,"Skamania County, Washington"
4251,"Skamania County, Washington"
4252,"Skamania County, Washington"
4253,"Skamania County, Washington"
4254,"Skamania County, Washington"
4255,"Skamania County, Washington"
4256,"Skamania County, Washington"
4257,"Skamania County, Washington"
4258,"Skamania County, Washington"
4259,"Skamania County, Washington"
4260,"Skamania County, Washington"
4261,"Skamania County, Washington"
4262,"Skamania County, Washington"
4263,"Skamania County, Washington"
4264,"Skamania County, Washington"
4265,"Skamania County, Washington"
4266,"Skamania County, Washington"
4267,"Skamania County, Washington"
4268,"Skamania County, Washington"
4269,"Skamania County, Washington"
4270,"Skamania County, Washington"
4271,"Skamania County, Washington"
4272,"Skamania County, Washington"
4273,"Skamania County, Washington"
4274,"Skamania County, Washington"
4275,"Skamania County, Washington"
4276,"Skamania County, Washington"
4277,"Skamania County, Washington"
4278,"Skamania County, Washington"
4279,"Skamania County, Washington"
4280,"Skamania County, Washington"
4281,"Skamania County, Washington"
4282,"Skamania County, Washington"
4283,"Skamania County, Washington"
4284,"Skamania County, Washington"
4285,"Snohomish County, Washington"
4286,"Snohomish County, Washington"
4287,"Snohomish County, Washington"
4288,"Snohomish County, Washington"
4289,"Snohomish County, Washington"
4290,"Snohomish County, Washington"
4291,"Snohomish County, Washington"
4292,"Snohomish County, Washington"
4293,"Snohomish County, Washington"
4294,"Snohomish County, Washington"
4295,"Snohomish County, Washington"
4296,"Snohomish County, Washington"
4297,"Snohomish County, Washington"
4298,"Snohomish County, Washington"
4299,"Snohomish County, Washington"
4300,"Snohomish County, Washington"
4301,"Snohomish County, Washington"
4302,"Snohomish County, Washington"
4303,"Snohomish County, Washington"
4304,"Snohomish County, Washington"
4305,"Snohomish County, Washington"
4306,"Snohomish County, Washington"
4307,"Snohomish County, Washington"
4308,"Snohomish County, Washington"
4309,"Snohomish County, Washington"
4310,"Snohomish County, Washington"
4311,"Snohomish County, Washington"
4312,"Snohomish County, Washington"
4313,"Snohomish County, Washington"
4314,"Snohomish County, Washington"
4315,"Snohomish County, Washington"
4316,"Snohomish County, Washington"
4317,"Snohomish County, Washington"
4318,"Snohomish County, Washington"
4319,"Snohomish County, Washington"
4320,"Snohomish County, Washington"
4322,"Snohomish County, Washington"
4323,"Snohomish County, Washington"
4324,"Snohomish County, Washington"
4325,"Snohomish County, Washington"
4326,"Snohomish County, Washington"
4327,"Snohomish County, Washington"
4329,"Snohomish County, Washington"
4330,"Snohomish County, Washington"
4331,"Snohomish County, Washington"
4332,"Snohomish County, Washington"
4333,"Snohomish County, Washington"
4334,"Snohomish County, Washington"
4335,"Spokane County, Washington"
4336,"Spokane County, Washington"
4337,"Spokane County, Washington"
4338,"Stevens County, Washington"
4339,"Stevens County, Washington"
4340,"Stevens County, Washington"
4341,"Stevens County, Washington"
4342,"Stevens County, Washington"
4343,"Thurston County, Washington"
4344,"Thurston County, Washington"
4345,"Thurston County, Washington"
4346,"Thurston County, Washington"
4347,"Thurston County, Washington"
4348,"Thurston County, Washington"
4349,"Thurston County, Washington"
4350,"Thurston County, Washington"
4351,"Thurston County, Washington"
4352,"Thurston County, Washington"
4353,"Thurston County, Washington"
4354,"Thurston County, Washington"
4355,"Wahkiakum County, Washington"
4356,"Wahkiakum County, Washington"
4357,"Walla Walla County, Washington"
4358,"Walla Walla County, Washington"
4359,"Walla Walla County, Washington"
4360,"Walla Walla County, Washington"
4361,"Walla Walla County, Washington"
4362,"Whatcom County, Washington"
4363,"Whatcom County, Washington"
4364,"Whatcom County, Washington"
4365,"Whatcom County, Washington"
4366,"Whatcom County, Washington"
4367,"Whatcom County, Washington"
4368,"Whatcom County, Washington"
4369,"Whatcom County, Washington"
4370,"Whatcom County, Washington"
4371,"Whatcom County, Washington"
4372,"Whatcom County, Washington"
4373,"Whatcom County, Washington"
4374,"Whatcom County, Washington"
4375,"Whatcom County, Washington"
4376,"Whatcom County, Washington"
4377,"Yakima County, Washington"
4378,"Yakima County, Washington"
4379,"Yakima County, Washington"
4380,"Yakima County, Washington"
4381,"Yakima County, Washington"
4382,"Yakima County, Washington"
4383,"Yakima County, Washington"
4384,"Yakima County, Washington"
4385,"Yakima County, Washington"
4386,"Yakima County, Washington"
4387,"Yakima County, Washington"
4388,"Yakima County, Washington"
4389,"Yakima County, Washington"
4390,"Yakima County, Washington"
4391,"Yakima County, Washington"
4392,"Yakima County, Washington"
4393,"Yakima County, Washington"
4394,"Yakima County, Washington"
4395,"Adams County, Wisconsin"
4396,"Ashland County, Wisconsin"
4397,"Barron County, Wisconsin"
4398,"Barron County, Wisconsin"
4399,"Barron County, Wisconsin"
4400,"Bayfield County, Wisconsin"
4401,"Bayfield County, Wisconsin"
4402,"Bayfield County, Wisconsin"
4403,"Bayfield County, Wisconsin"
4404,"Bayfield County, Wisconsin"
4405,"Burnett County, Wisconsin"
4406,"Burnett County, Wisconsin"
4407,"Calumet County, Wisconsin"
4408,"Clark County, Wisconsin"
4409,"Clark County, Wisconsin"
4410,"Crawford County, Wisconsin"
4411,"Dane County, Wisconsin"
4412,"Dane County, Wisconsin"
4413,"Dane County, Wisconsin"
4414,"Dodge County, Wisconsin"
4415,"Door County, Wisconsin"
4416,"Dunn County, Wisconsin"
4417,"Florence County, Wisconsin"
4418,"Forest County, Wisconsin"
4419,"Iowa County, Wisconsin"
4420,"Iowa County, Wisconsin"
4421,"Iowa County, Wisconsin"
4422,"Iowa County, Wisconsin"
4423,"Jackson County, Wisconsin"
4424,"La Crosse County, Wisconsin"
4425,"Langlade County, Wisconsin"
4426,"Langlade County, Wisconsin"
4427,"Lincoln County, Wisconsin"
4428,"Manitowoc County, Wisconsin"
4429,"Marathon County, Wisconsin"
4430,"Marinette County, Wisconsin"
4431,"Marinette County, Wisconsin"
4432,"Marinette County, Wisconsin"
4433,"Marinette County, Wisconsin"
4434,"Marinette County, Wisconsin"
4435,"Marinette County, Wisconsin"
4436,"Marinette County, Wisconsin"
4437,"Marinette County, Wisconsin"
4438,"Marquette County, Wisconsin"
4439,"Menominee County, Wisconsin"
4440,"Milwaukee County, Wisconsin"
4441,"Milwaukee County, Wisconsin"
4444,"Oneida County, Wisconsin"
4445,"Oneida County, Wisconsin"
4446,"Oneida County, Wisconsin"
4447,"Oneida County, Wisconsin"
4448,"Oneida County, Wisconsin"
4449,"Ozaukee County, Wisconsin"
4450,"Polk County, Wisconsin"
4451,"Price County, Wisconsin"
4452,"Price County, Wisconsin"
4453,"Price County, Wisconsin"
4454,"Price County, Wisconsin"
4455,"Price County, Wisconsin"
4456,"Price County, Wisconsin"
4457,"Sawyer County, Wisconsin"
4458,"Shawano County, Wisconsin"
4459,"St. Croix County, Wisconsin"
4460,"Trempealeau County, Wisconsin"
4463,"Vilas County, Wisconsin"
4464,"Vilas County, Wisconsin"
4465,"Vilas County, Wisconsin"
4466,"Vilas County, Wisconsin"
4467,"Vilas County, Wisconsin"
4468,"Washington County, Wisconsin"
4469,"Waukesha County, Wisconsin"
4470,"Waukesha County, Wisconsin"
4471,"Wood County, Wisconsin"
4472,"Wood County, Wisconsin"
4473,"Barbour County, West Virginia"
4474,"Barbour County, West Virginia"
4475,"Berkeley County, West Virginia"
4476,"Berkeley County, West Virginia"
4477,"Boone County, West Virginia"
4478,"Brooke County, West Virginia"
4479,"Cabell County, West Virginia"
4480,"Cabell County, West Virginia"
4481,"Cabell County, West Virginia"
4482,"Calhoun County, West Virginia"
4483,"Fayette County, West Virginia"
4484,"Fayette County, West Virginia"
4485,"Fayette County, West Virginia"
4486,"Greenbrier County, West Virginia"
4487,"Greenbrier County, West Virginia"
4488,"Greenbrier County, West Virginia"
4489,"Greenbrier County, West Virginia"
4490,"Greenbrier County, West Virginia"
4491,"Greenbrier County, West Virginia"
4492,"Hampshire County, West Virginia"
4493,"Harrison County, West Virginia"
4494,"Jackson County, West Virginia"
4495,"Jackson County, West Virginia"
4496,"Kanawha County, West Virginia"
4497,"Kanawha County, West Virginia"
4498,"Logan County, West Virginia"
4499,"Marion County, West Virginia"
4500,"Marion County, West Virginia"
4501,"Mason County, West Virginia"
4502,"McDowell County, West Virginia"
4503,"McDowell County, West Virginia"
4504,"McDowell County, West Virginia"
4505,"Mercer County, West Virginia"
4506,"Mercer County, West Virginia"
4507,"Mineral County, West Virginia"
4508,"Mineral County, West Virginia"
4509,"Mineral County, West Virginia"
4510,"Monongalia County, West Virginia"
4511,"Monroe County, West Virginia"
4512,"Nicholas County, West Virginia"
4513,"Nicholas County, West Virginia"
4514,"Nicholas County, West Virginia"
4515,"Nicholas County, West Virginia"
4516,"Nicholas County, West Virginia"
4517,"Ohio County, West Virginia"
4518,"Pendleton County, West Virginia"
4519,"Pendleton County, West Virginia"
4520,"Pendleton County, West Virginia"
4521,"Pendleton County, West Virginia"
4522,"Pendleton County, West Virginia"
4523,"Pendleton County, West Virginia"
4524,"Pendleton County, West Virginia"
4525,"Pendleton County, West Virginia"
4526,"Pendleton County, West Virginia"
4527,"Pendleton County, West Virginia"
4528,"Pendleton County, West Virginia"
4529,"Pendleton County, West Virginia"
4530,"Pendleton County, West Virginia"
4531,"Pendleton County, West Virginia"
4532,"Pocahontas County, West Virginia"
4533,"Pocahontas County, West Virginia"
4534,"Pocahontas County, West Virginia"
4535,"Pocahontas County, West Virginia"
4536,"Pocahontas County, West Virginia"
4537,"Pocahontas County, West Virginia"
4538,"Pocahontas County, West Virginia"
4539,"Preston County, West Virginia"
4540,"Raleigh County, West Virginia"
4541,"Raleigh County, West Virginia"
4542,"Raleigh County, West Virginia"
4543,"Raleigh County, West Virginia"
4544,"Randolph County, West Virginia"
4545,"Randolph County, West Virginia"
4546,"Randolph County, West Virginia"
4547,"Randolph County, West Virginia"
4548,"Randolph County, West Virginia"
4549,"Randolph County, West Virginia"
4550,"Randolph County, West Virginia"
4551,"Randolph County, West Virginia"
4552,"Ritchie County, West Virginia"
4553,"Ritchie County, West Virginia"
4554,"Summers County, West Virginia"
4555,"Summers County, West Virginia"
4556,"Tucker County, West Virginia"
4557,"Tucker County, West Virginia"
4558,"Tucker County, West Virginia"
4559,"Tucker County, West Virginia"
4560,"Tyler County, West Virginia"
4561,"Tyler County, West Virginia"
4562,"Upshur County, West Virginia"
4563,"Wayne County, West Virginia"
